host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,square_meters,days_since_first_review,days_since_last_review,review_activity_duration,amenity_score,summary_content_score,description_content_score,property_type_weighted,room_type_encoded,bed_type_encoded
1.0,barajas,aeropuerto,barajas,madrid,comunidad de madrid,28042,madrid,"madrid, spain",es,spain,40.46703472881566,-3.581097815725425,private room,5,3.0,3,3,real bed,49.0,343.0,1470.0,100.0,15.0,1,20,1,6,19,44,73,344,11,96.0,10.0,9.0,10.0,10.0,10.0,10.0,moderate,3.37,8.36127,2929.0,2846.0,83.0,52,15,17,3,40.90114068441065,74.05585819282318
17.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40562831417618,-3.691719678706085,entire homeapt,7,1.0,3,5,real bed,115.0,805.0,3450.0,100.0,25.0,4,10,5,90,14,35,59,147,3,93.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,0.8,120.030676,2943.0,2852.0,91.0,25,6,13,2,95.02906410791267,74.05585819282318
1.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40243859224763,-3.694107174257378,entire homeapt,2,1.0,0,1,real bed,65.0,455.0,1950.0,100.0,25.0,1,0,3,1125,8,28,58,333,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,moderate,0.78,30.007669,2908.0,2873.0,35.0,23,11,16,2,95.02906410791267,74.05585819282318
4.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42126907572793,-3.703387976631215,entire homeapt,4,1.0,1,2,real bed,60.0,395.0,1540.0,100.0,20.0,2,15,1,1125,9,25,40,315,105,94.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,4.65,47.7056905,3509.0,2846.0,663.0,21,7,14,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41086229482607,-3.7003919767515496,entire homeapt,4,1.0,2,2,real bed,65.0,400.0,1300.0,180.0,17.0,2,10,2,1125,12,19,28,303,76,91.0,10.0,9.0,10.0,10.0,9.0,9.0,moderate,3.02,65.0321,3586.0,2845.0,741.0,31,11,13,2,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42167875363488,-3.700191118334655,private room,2,1.0,1,2,real bed,32.0,224.0,960.0,150.0,5.0,1,0,2,1125,3,5,24,30,3,100.0,10.0,9.0,10.0,10.0,10.0,9.0,moderate,2.14,24.990907,2873.0,2861.0,12.0,14,3,3,2,40.90114068441065,74.05585819282318
10.0,malasana,universidad,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.42255137375997,-3.704587798248772,entire homeapt,4,1.0,1,2,real bed,80.0,500.0,1700.0,80.0,30.0,2,9,3,300,0,16,37,305,22,94.0,10.0,9.0,10.0,10.0,10.0,9.0,flexible,0.84,47.7056905,3621.0,2847.0,774.0,17,16,25,2,95.02906410791267,74.05585819282318
2.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42131384398439,-3.69868822472083,entire homeapt,4,1.0,1,2,real bed,62.0,434.0,1860.0,150.0,5.0,2,0,2,1125,3,8,11,87,16,90.0,10.0,10.0,9.0,10.0,10.0,9.0,flexible,6.0,47.7056905,2911.0,2838.0,73.0,26,9,15,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.40820886678287,-3.70081781690612,entire homeapt,1,1.0,0,1,real bed,50.0,250.0,600.0,150.0,25.0,1,0,2,1125,0,1,1,165,4,85.0,10.0,9.0,10.0,10.0,9.0,8.0,moderate,0.15,49.4708475,3628.0,3083.0,545.0,17,10,10,2,95.02906410791267,74.05585819282318
1.0,hispanoamerica,hispanoamerica,chamartin,madrid,comunidad de madrid,28016,madrid,"madrid, spain",es,spain,40.45522727504026,-3.6801831695238447,entire homeapt,2,1.0,1,2,real bed,55.0,300.0,1000.0,150.0,30.0,2,0,2,1125,0,6,22,223,44,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,2.05,24.990907,3475.0,2839.0,636.0,31,6,10,2,95.02906410791267,74.05585819282318
57.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41744083850359,-3.7054526173304,entire homeapt,4,1.0,0,1,real bed,49.0,343.0,1470.0,100.0,30.0,1,10,1,28,13,29,57,139,59,91.0,9.0,9.0,9.0,9.0,10.0,9.0,moderate,3.79,39.01926,3298.0,2865.0,433.0,34,6,8,2,95.02906410791267,74.05585819282318
1.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41075984268548,-3.701595349755369,private room,2,1.0,1,1,real bed,32.0,170.0,900.0,150.0,10.0,2,15,1,1125,4,34,64,339,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.59,24.990907,3237.0,3020.0,217.0,18,7,7,2,40.90114068441065,74.05585819282318
2.0,vicalvaro,ambroz,vicalvaro,madrid,comunidad de madrid,28032,madrid,"madrid, spain",es,spain,40.40871903111559,-3.6047448585276753,private room,2,2.0,1,1,real bed,24.0,168.0,720.0,100.0,32.5,2,0,2,14,0,2,32,32,3,100.0,9.0,9.0,10.0,9.0,8.0,10.0,flexible,0.59,49.4708475,2984.0,2961.0,23.0,23,5,13,3,40.90114068441065,74.05585819282318
6.0,puente de vallecas,san diego,puente de vallecas,madrid,comunidad de madrid,28053,madrid,"madrid, spain",es,spain,40.391237737949496,-3.669806392420365,private room,1,1.0,1,1,real bed,27.0,135.0,345.0,100.0,15.0,1,12,2,1125,4,4,9,284,51,93.0,9.0,9.0,10.0,10.0,9.0,9.0,flexible,2.38,14.028353,3475.0,2865.0,610.0,34,2,11,3,40.90114068441065,74.05585819282318
2.0,aluche,carmenes,latina,madrid,comunidad de madrid,28047,madrid,"madrid, spain",es,spain,40.39622459506132,-3.741686466983179,entire homeapt,5,1.0,2,3,real bed,120.0,840.0,3600.0,150.0,30.0,4,20,1,1125,10,24,54,329,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,49.4708475,3223.0,2864.0,359.0,34,4,5,3,95.02906410791267,74.05585819282318
1.0,acacias,acacias,arganzuela,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40199935891812,-3.703145995725225,private room,2,1.0,1,1,real bed,20.0,140.0,600.0,150.0,5.0,1,15,1,10,2,7,19,28,29,96.0,10.0,10.0,10.0,10.0,9.0,10.0,flexible,4.97,24.990907,3006.0,2851.0,155.0,21,11,11,2,40.90114068441065,74.05585819282318
4.0,la latina,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.41297469071254,-3.70898366744277,entire homeapt,6,2.0,2,4,real bed,140.0,980.0,4200.0,200.0,50.0,4,30,2,1125,5,23,48,323,43,91.0,10.0,9.0,10.0,10.0,10.0,9.0,strict,3.08,69.955959,3250.0,2845.0,405.0,30,9,15,2,95.02906410791267,74.05585819282318
4.0,sol,sol,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41577582438182,-3.707748313335086,private room,1,1.0,1,1,real bed,35.0,245.0,1050.0,150.0,5.0,1,0,2,14,5,22,43,318,27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,4.05,19.974145,3031.0,2837.0,194.0,23,14,18,2,40.90114068441065,74.05585819282318
2.0,moratalaz,vinateros,moratalaz,madrid,comunidad de madrid,28030,madrid,"madrid, spain",es,spain,40.40553182937409,-3.6427185588748943,private room,2,1.0,2,4,real bed,40.0,280.0,1200.0,100.0,15.0,1,0,1,1125,29,59,89,180,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,moderate,1.21,74.97272099999999,3223.0,2864.0,359.0,32,6,16,2,40.90114068441065,74.05585819282318
1.0,arapiles,arapiles,chamberi,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.43300890085688,-3.710100388354598,private room,1,1.0,1,1,real bed,29.0,203.0,870.0,150.0,20.0,1,0,1,30,2,20,49,139,96,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,4.98,19.974145,3409.0,2866.0,543.0,17,5,5,2,40.90114068441065,74.05585819282318
1.0,la latina,embajadores,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40673599880702,-3.7077533964307032,entire homeapt,4,1.0,2,2,real bed,59.0,413.0,1770.0,150.0,25.0,2,10,2,1125,5,12,34,300,75,96.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,4.42,65.0321,3340.0,2839.0,501.0,31,8,10,2,95.02906410791267,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42244874736299,-3.6936274226358905,entire homeapt,4,2.0,1,4,real bed,200.0,1400.0,1200.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,47.7056905,3223.0,2864.0,359.0,15,4,4,2,95.02906410791267,74.05585819282318
1.0,la latina,palacio,centro,madrid,comunidad de madrid,28005,madrid,"madrid, spain",es,spain,40.40892791841651,-3.710959684932993,entire homeapt,4,1.0,1,2,real bed,60.0,420.0,1800.0,150.0,30.0,2,15,3,31,10,29,50,125,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,flexible,1.46,47.7056905,2872.0,2842.0,30.0,29,12,12,2,95.02906410791267,74.05585819282318
4.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41012928488519,-3.701134989485676,private room,1,1.0,1,1,real bed,22.0,154.0,660.0,150.0,8.0,1,0,1,1125,21,46,76,76,3,87.0,10.0,9.0,10.0,10.0,10.0,9.0,flexible,2.5,19.974145,2867.0,2837.0,30.0,13,3,3,2,40.90114068441065,74.05585819282318
6.0,almenara,almenara,tetuan,madrid,community of madrid,28046,madrid,"madrid, spain",es,spain,40.46731859773697,-3.690218750919728,private room,2,2.0,1,2,real bed,32.0,176.0,644.0,150.0,20.0,1,16,1,1125,0,3,33,308,57,85.0,9.0,9.0,9.0,9.0,9.0,9.0,moderate,1.43,24.990907,4028.0,2852.0,1176.0,27,5,5,2,40.90114068441065,74.05585819282318
9.0,sol,sol,centro,madrid,community of madrid,28012,madrid,"madrid, spain",es,spain,40.41467995133495,-3.7041508088972415,private room,2,2.0,1,2,real bed,37.0,259.0,1110.0,150.0,10.0,1,0,1,10,6,26,42,309,70,88.0,9.0,9.0,9.0,10.0,10.0,9.0,strict,8.05,24.990907,3092.0,2839.0,253.0,27,4,6,2,40.90114068441065,74.05585819282318
3.0,ciudad lineal,pueblo nuevo,ciudad lineal,madrid,comunidad de madrid,28017,madrid,"madrid, spain",es,spain,40.4284864750551,-3.631778574370259,entire homeapt,5,1.0,3,5,real bed,70.0,490.0,2100.0,200.0,42.0,1,0,1,1125,0,0,3,278,3,87.0,9.0,9.0,9.0,9.0,9.0,9.0,flexible,0.41,79.98948299999999,3049.0,2925.0,124.0,23,6,6,2,95.02906410791267,74.05585819282318
16.0,embajadores,embajadores,centro,madrid,madrid,28012,madrid,"madrid, spain",es,spain,40.40881336933251,-3.700917649081604,entire homeapt,3,1.0,1,2,real bed,55.0,355.0,900.0,150.0,12.0,2,10,2,365,10,33,56,329,331,86.0,9.0,8.0,9.0,9.0,9.0,9.0,strict,4.95,44.965052,4839.0,2837.0,2002.0,11,0,8,2,95.02906410791267,74.05585819282318
2.0,justicia,justicia,centro,madrid,madrid,28004,madrid,"madrid, spain",es,spain,40.4274265648283,-3.696368849483352,entire homeapt,2,1.0,1,1,real bed,90.0,750.0,1900.0,300.0,40.0,1,10,2,1125,28,58,88,363,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.22,24.990907,3526.0,2860.0,666.0,37,10,10,2,95.02906410791267,74.05585819282318
1.0,fuencarralel pardo,penagrande,fuencarral  el pardo,madrid,comunidad de madrid,28035,madrid,", spain",es,spain,40.48126494516552,-3.734966707812855,private room,2,1.0,1,1,real bed,403.0,2821.0,12090.0,150.0,20.0,1,0,1,1125,29,59,89,364,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,26.01284,3223.0,2864.0,359.0,11,5,5,3,40.90114068441065,74.05585819282318
1.0,ciudad lineal,concepcion,ciudad lineal,madrid,community of madrid,28027,madrid,"madrid, spain",es,spain,40.4430770609677,-3.645262219880985,entire homeapt,2,1.0,1,1,real bed,60.0,600.0,1000.0,250.0,20.0,1,15,2,7,30,60,90,365,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,moderate,0.04,24.990907,3688.0,3688.0,0.0,20,12,12,2,95.02906410791267,74.05585819282318
2.0,justicia,justicia,centro,madrid,community of madrid,28004,madrid,"madrid, spain",es,spain,40.424674282450354,-3.6999283726840777,entire homeapt,6,2.0,2,2,real bed,150.0,1050.0,4500.0,400.0,50.0,4,15,2,1125,12,20,33,255,105,97.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,2.83,69.955959,3943.0,2845.0,1098.0,45,3,12,2,95.02906410791267,74.05585819282318
3.0,esquilino,i centro storico,isole,rome,lazio,00185,rome,"rome, italy",it,italy,41.89861827875471,12.500916210154305,private room,2,1.0,1,1,real bed,35.0,245.0,1050.0,100.0,31.0,2,0,1,1125,6,18,38,169,226,95.0,10.0,10.0,10.0,10.0,9.0,10.0,strictnew,7.1,24.990907,3755.0,2806.0,949.0,28,3,10,2,40.90114068441065,74.05585819282318
2.0,pacifico,pacifico,retiro,madrid,comunidad de madrid,28007,madrid,"madrid, spain",es,spain,40.40408966668243,-3.677371354898,private room,1,1.0,1,1,real bed,17.0,119.0,510.0,150.0,20.0,1,0,2,1125,6,21,42,143,33,79.0,9.0,8.0,9.0,9.0,9.0,9.0,moderate,3.38,19.974145,3124.0,2851.0,273.0,29,8,10,2,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42481172531177,-3.706081547486786,entire homeapt,2,1.0,1,2,real bed,25.0,175.0,750.0,90.0,10.0,1,0,2,1125,7,17,38,67,37,77.0,8.0,8.0,10.0,10.0,9.0,8.0,strict,3.8,11.984487,3123.0,2848.0,275.0,11,3,22,2,95.02906410791267,74.05585819282318
2.0,arguelles,arguelles,moncloa  aravaca,madrid,comunidad de madrid,28008,madrid,"madrid, spain",es,spain,40.42100883831882,-3.716555803000952,private room,2,1.0,1,1,real bed,32.0,224.0,960.0,150.0,6.0,1,0,2,1125,4,17,35,114,20,97.0,10.0,9.0,10.0,10.0,9.0,10.0,moderate,5.31,24.990907,2944.0,2844.0,100.0,36,9,9,2,40.90114068441065,74.05585819282318
1.0,la latina,embajadores,centro,madrid,community of madrid,28005,madrid,"madrid, spain",es,spain,40.40770758436703,-3.7040950722900527,entire homeapt,2,1.0,1,1,real bed,59.0,175.0,600.0,150.0,20.0,1,0,15,30,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,11,3,3,2,95.02906410791267,74.05585819282318
5.0,sol,sol,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.41975237814454,-3.7033973413899495,entire homeapt,4,1.0,1,2,real bed,150.0,1050.0,5001.0,150.0,30.0,1,0,1,1125,27,57,87,362,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.51,47.7056905,2890.0,2890.0,0.0,37,4,15,2,95.02906410791267,74.05585819282318
4.0,ciudad lineal,san juan bautista,ciudad lineal,madrid,community of madrid,28043,madrid,"madrid, spain",es,spain,40.449418255522005,-3.659856844387496,entire homeapt,3,1.0,1,2,real bed,45.0,260.0,790.0,150.0,20.0,2,8,3,360,6,6,17,271,52,96.0,10.0,10.0,10.0,10.0,9.0,10.0,strict,1.05,44.965052,4315.0,2858.0,1457.0,30,5,14,2,95.02906410791267,74.05585819282318
32.0,cortes,cortes,centro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.41801440512232,-3.695781044418402,entire homeapt,4,1.0,1,2,real bed,90.0,630.0,2700.0,150.0,20.0,1,0,2,1125,10,38,64,339,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,superstrict30,1.21,47.7056905,3223.0,2864.0,359.0,12,11,24,2,95.02906410791267,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.4260757128306,-3.7107612549676334,private room,2,1.0,1,1,real bed,40.0,280.0,1200.0,150.0,10.0,1,0,4,10,6,6,6,6,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,15,8,8,2,40.90114068441065,74.05585819282318
15.0,sol,sol,centro,madrid,community of madrid,28013,madrid,"madrid, spain",es,spain,40.41677256511712,-3.7078797822446665,entire homeapt,6,2.0,2,2,real bed,130.0,780.0,2900.0,300.0,40.0,4,20,3,1125,10,19,36,177,54,94.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,1.78,69.955959,3740.0,2833.0,907.0,36,14,19,2,95.02906410791267,74.05585819282318
1.0,carabanchel,san isidro,carabanchel,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.39622752859989,-3.720781381295682,private room,1,1.0,1,1,real bed,16.0,112.0,480.0,150.0,20.0,1,0,2,15,12,42,72,347,9,89.0,10.0,9.0,10.0,10.0,9.0,9.0,strict,4.58,19.974145,2890.0,2835.0,55.0,18,5,8,2,40.90114068441065,74.05585819282318
23.0,cortes,cortes,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41323539508411,-3.698845618370067,entire homeapt,7,2.0,2,4,real bed,120.0,800.0,3000.0,150.0,39.0,4,18,2,60,2,5,12,252,96,95.0,10.0,9.0,10.0,10.0,10.0,9.0,strict,5.17,49.4708475,3388.0,2835.0,553.0,39,12,19,2,95.02906410791267,74.05585819282318
3.0,ibiza,ibiza,retiro,madrid,comunidad de madrid,,madrid,"madrid, spain",es,spain,40.41815206066356,-3.675203822134176,private room,2,1.0,1,1,real bed,80.0,560.0,2400.0,150.0,19.0,2,50,2,1125,29,59,89,364,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,40,3,3,2,40.90114068441065,74.05585819282318
1.0,puente de vallecas,palomeras sureste,puente de vallecas,madrid,comunidad de madrid,28018,madrid,"madrid, spain",es,spain,40.3844150209904,-3.6386468895661097,private room,2,1.0,1,1,real bed,11.0,77.0,330.0,94.0,5.0,1,11,2,12,18,26,27,27,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,11.984487,3223.0,2864.0,359.0,26,1,3,2,40.90114068441065,74.05585819282318
2.0,castillejos,castillejos,tetuan,madrid,comunidad de madrid,28020,madrid,"madrid, spain",es,spain,40.458316332208085,-3.694564998404229,private room,2,1.0,1,2,real bed,79.0,553.0,2370.0,150.0,20.0,1,0,2,1125,25,31,45,275,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,flexible,0.71,24.990907,2873.0,2873.0,0.0,47,11,14,2,40.90114068441065,74.05585819282318
1.0,fuencarralel pardo,mirasierra,fuencarral  el pardo,madrid,comunidad de madrid,28035,madrid,"madrid, spain",es,spain,40.486315428289984,-3.724230346535476,private room,1,1.0,1,1,real bed,25.0,175.0,750.0,150.0,20.0,1,0,1,1125,30,60,90,365,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,19.974145,3223.0,2864.0,359.0,11,1,1,2,40.90114068441065,74.05585819282318
2.0,malasana,universidad,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42327886962852,-3.706153583182294,entire homeapt,4,1.0,1,1,real bed,80.0,560.0,2400.0,150.0,25.0,2,20,2,10,2,8,38,38,16,95.0,10.0,9.0,10.0,10.0,10.0,10.0,flexible,2.74,49.4708475,3006.0,2844.0,162.0,19,5,11,3,95.02906410791267,74.05585819282318
32.0,trafalgar,trafalgar,chamberi,madrid,community of madrid,28010,madrid,"madrid, spain",es,spain,40.42929496755254,-3.696686516996784,private room,9,2.0,6,9,real bed,23.0,180.0,580.0,100.0,20.0,1,22,5,2555,30,60,90,365,7,91.0,9.0,9.0,10.0,10.0,9.0,9.0,strict,0.26,49.4708475,3638.0,3466.0,172.0,43,7,7,2,40.90114068441065,74.05585819282318
8.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41371047824377,-3.7033068557364808,private room,2,1.0,1,1,real bed,43.0,301.0,1290.0,100.0,5.0,1,0,1,1125,23,53,80,355,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,49.4708475,3223.0,2864.0,359.0,27,13,13,1,40.90114068441065,74.05585819282318
2.0,ciudad lineal,quintana,ciudad lineal,madrid,comunidad de madrid,28027,madrid,"madrid, spain",es,spain,40.43588453412401,-3.6477518417267287,entire homeapt,5,1.0,2,3,real bed,50.0,350.0,1500.0,120.0,15.0,2,10,4,1125,5,21,21,21,20,94.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,1.25,74.97272099999999,3311.0,2850.0,461.0,33,10,21,2,95.02906410791267,74.05585819282318
38.0,embajadores,embajadores,centro,madrid,comunidad de madrid,28012,madrid,"madrid, spain",es,spain,40.41210987738101,-3.6996164102059175,private room,1,2.0,1,1,real bed,32.0,224.0,960.0,200.0,30.0,1,0,7,1125,0,6,36,311,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,strict,1.21,19.974145,3223.0,2864.0,359.0,17,5,16,2,40.90114068441065,74.05585819282318
142.0,cortes,cortes,centro,madrid,comunidad de madrid,28014,madrid,"madrid, spain",es,spain,40.41560674528206,-3.698323530661867,entire homeapt,3,2.0,2,2,real bed,144.0,1008.0,4320.0,180.0,77.0,4,17,3,1125,10,23,39,223,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,strict,0.31,49.981814,2929.0,2929.0,0.0,37,7,14,2,95.02906410791267,74.05585819282318
1.0,carabanchel,comillas,carabanchel,madrid,comunidad de madrid,28019,madrid,"madrid, spain",es,spain,40.39456519079207,-3.7141358749756974,private room,1,1.0,1,1,real bed,18.0,140.0,450.0,100.0,15.0,1,5,1,1125,14,31,31,90,34,95.0,10.0,9.0,10.0,10.0,9.0,9.0,flexible,1.1,14.028353,3755.0,2868.0,887.0,39,8,12,3,40.90114068441065,74.05585819282318
2.0,palos do moguer,palos de moguer,arganzuela,madrid,comunidad de madrid,28045,madrid,"madrid, spain",es,spain,40.40273554187136,-3.6886156819859406,entire homeapt,2,1.0,1,1,real bed,35.0,295.0,850.0,200.0,30.0,2,15,2,1125,9,24,28,303,50,96.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,2.33,24.990907,3475.0,2937.0,538.0,23,6,15,2,95.02906410791267,74.05585819282318
1.0,rios rosas,rios rosas,chamberi,madrid,comunidad de madrid,28003,madrid,"madrid, spain",es,spain,40.44563535865516,-3.7029450326034494,private room,2,1.0,1,1,real bed,40.0,280.0,1200.0,150.0,20.0,1,0,1,1125,0,0,0,0,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,flexible,1.21,24.990907,3223.0,2864.0,359.0,23,4,4,2,40.90114068441065,74.05585819282318
1.0,carabanchel,puerta bonita,carabanchel,madrid,comunidad de madrid,28025,madrid,"madrid, spain",es,spain,40.3830875310148,-3.729806759855135,private room,1,1.0,1,1,real bed,20.0,140.0,600.0,100.0,15.0,1,0,1,1125,6,6,7,97,8,98.0,10.0,9.0,9.0,10.0,9.0,10.0,moderate,2.86,14.028353,2915.0,2839.0,76.0,12,6,7,3,40.90114068441065,74.05585819282318
1.0,malasana,universidad,centro,madrid,comunidad de madrid,28015,madrid,"madrid, spain",es,spain,40.428199914731735,-3.709798290159639,entire homeapt,4,1.0,1,3,real bed,75.0,525.0,2250.0,200.0,35.0,3,5,2,1125,2,23,49,316,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,moderate,0.57,47.7056905,3041.0,2838.0,203.0,23,2,9,2,95.02906410791267,74.05585819282318
2.0,puente de vallecas,palomeras sureste,puente de vallecas,madrid,comunidad de madrid,28038,madrid,"madrid, spain",es,spain,40.39219183163537,-3.640152631508588,private room,2,1.0,1,1,real bed,21.0,147.0,630.0,150.0,5.0,2,10,2,1125,24,40,70,192,4,100.0,8.0,9.0,10.0,10.0,7.0,10.0,strict,2.86,24.990907,2873.0,2835.0,38.0,19,7,7,2,40.90114068441065,74.05585819282318
1.0,aluche,lucero,latina,madrid,comunidad de madrid,28011,madrid,"madrid, spain",es,spain,40.404263135399226,-3.752260822732121,private room,2,1.0,1,2,real bed,17.0,119.0,510.0,150.0,20.0,1,0,1,360,2,8,24,241,43,88.0,9.0,9.0,9.0,9.0,8.0,9.0,strict,3.7,24.990907,3180.0,2911.0,269.0,32,9,9,2,40.90114068441065,74.05585819282318
1.0,justicia,justicia,centro,madrid,comunidad de madrid,28004,madrid,"madrid, spain",es,spain,40.42138003998903,-3.700864552591046,private room,2,1.0,1,2,real bed,21.0,147.0,630.0,150.0,5.0,1,0,1,1125,0,0,0,0,3,93.0,10.0,10.0,9.0,9.0,10.0,9.0,flexible,3.0,24.990907,2845.0,2835.0,10.0,22,2,7,2,40.90114068441065,74.05585819282318
2.0,ciudad lineal,ventas,ciudad lineal,madrid,comunidad de madrid,28017,madrid,"madrid, spain",es,spain,40.42698220275226,-3.6457815269947007,private room,2,1.0,1,1,real bed,19.0,133.0,570.0,100.0,15.0,1,10,1,1125,2,13,36,124,14,94.0,9.0,9.0,10.0,10.0,9.0,9.0,strict,5.06,26.01284,2914.0,2838.0,76.0,35,13,17,3,40.90114068441065,74.05585819282318
